chr	start	end	size	gene	D09-468	D12-880	D12-881	D12-928	D13-708	D13-944	D14-0589	D15-0055	D15-1048	D15-1050	D15-1762	D15-1768	D16-0208	D16-0298	D17-0918	D18-0051	D18-0870	D18-1122	D18-1921	D19-0714	D19-0823	D19-0824	D19-0825	D19-1647	D19-1648	D19-1649	D20-0414	D20-0418	D20-0819	D20-1019	D20-1040	D21-0013	D21-0023	D21-0024	D21-0068	D21-0069	D21-0074	D21-0075	D21-0076	D21-0077	D21-0078	D21-0079	D21-0083	D21-0084	D21-0085	D21-0091	D22-0006	D22-0007	D22-0008	D22-0015	D22-0017	D22-0018	D22-0049	D22-0050	D22-0056	D22-0060	D22-0074	D22-0075	D22-0080	D22-0081	D22-0082	D22-0088	D22-0089	D22-0109	D22-0110	D22-0119	D22-0159	D22-0161	D22-0162	D22-0170	D23-0058	D23-0059	D23-0060	DGS-20-210
chr11	26188841	26663289	474448	ANO3	61.93	28.44	31.90	31.59	37.50	32.83	33.49	53.16	48.36	49.62	47.32	64.99	48.75	41.86	46.28	37.57	39.12	32.79	34.85	34.43	38.20	37.64	52.71	40.84	45.25	43.16	33.84	43.01	60.58	32.92	38.55	41.03	40.64	38.38	40.79	51.83	39.68	37.44	56.72	35.56	45.38	45.05	35.80	38.51	44.11	34.34	47.25	32.21	44.52	43.64	41.43	42.61	34.54	34.95	37.50	35.80	38.72	37.44	38.08	44.57	41.68	42.32	47.09	49.91	46.85	48.70	46.09	44.80	45.69	38.01	52.73	47.66	48.35	46.28
chr11	33703009	33736479	33470	CD59	60.09	27.01	32.89	31.22	37.32	31.27	31.60	54.73	50.36	49.86	46.33	62.33	45.45	43.15	42.28	35.79	38.47	32.67	35.98	35.36	36.87	34.93	50.05	37.82	42.86	40.99	33.51	43.34	57.66	30.97	36.38	39.00	42.20	38.32	37.06	48.60	38.62	36.09	57.73	36.46	47.04	45.34	34.51	36.32	40.99	32.68	45.45	44.41	42.47	46.85	39.64	47.36	32.98	32.04	35.98	34.90	37.58	35.49	35.99	41.65	40.50	39.72	44.55	46.80	45.11	47.12	43.66	41.06	43.02	36.90	51.48	46.09	46.22	47.35
chr11	34051730	34102610	50880	CAPRIN1	59.53	26.50	32.03	30.44	36.27	31.56	32.13	52.79	47.54	49.18	47.17	61.25	46.62	42.97	44.74	35.92	37.81	32.14	35.13	36.30	37.16	35.64	49.31	40.35	44.02	41.37	33.24	42.65	57.39	31.96	37.65	38.16	40.45	37.62	39.06	48.68	40.22	36.56	57.77	36.30	45.74	44.54	34.35	37.44	42.16	32.10	46.50	50.69	42.50	45.50	40.75	43.75	33.52	33.77	35.55	33.72	37.49	37.09	35.81	42.07	40.31	41.27	45.83	48.36	45.81	46.84	45.01	42.58	43.33	36.68	50.69	45.63	46.39	46.93
chr11	46856716	46918642	61926	LRP4	56.84	24.83	33.50	27.90	35.61	30.03	29.76	53.38	49.74	49.20	46.26	61.33	41.92	44.02	40.55	34.23	36.49	32.40	34.58	34.85	36.95	34.33	47.67	37.46	41.96	39.82	35.43	44.04	52.33	30.59	34.74	37.44	40.70	37.54	35.53	45.82	38.83	36.16	55.32	34.92	45.89	44.75	32.25	34.82	39.37	29.20	44.00	53.44	38.54	50.23	40.60	48.38	31.47	30.79	34.35	31.52	35.14	33.94	33.95	39.18	37.71	36.37	41.40	44.79	41.76	43.27	40.04	38.98	40.06	35.51	47.65	45.25	44.84	48.33
chr11	47331405	47352702	21297	MYBPC3	54.94	25.23	33.14	29.44	33.49	29.18	29.05	53.65	52.31	53.32	46.93	59.11	36.08	41.83	37.85	31.85	35.13	29.87	31.92	34.36	36.90	31.91	44.89	36.34	41.55	40.90	37.08	46.76	50.74	26.96	31.27	35.26	42.48	38.52	35.35	43.81	37.56	34.47	53.41	36.81	44.16	44.17	29.88	32.08	36.68	29.16	46.28	51.76	35.06	53.13	43.01	53.40	27.76	29.46	33.26	30.29	29.94	30.55	30.20	34.82	34.56	30.85	36.05	40.84	39.65	36.14	35.79	35.74	34.97	35.52	45.94	44.66	42.44	52.99
chr11	47437763	47449143	11380	RAPSN	54.87	24.11	33.34	26.90	34.76	27.54	26.86	53.98	50.44	48.49	45.49	60.64	38.96	38.69	36.85	33.78	33.32	30.23	33.72	32.55	36.66	31.31	47.06	34.86	40.06	38.65	34.39	42.85	50.17	26.83	33.80	34.82	39.56	37.78	35.50	43.38	36.32	33.29	56.18	33.56	40.09	42.28	31.72	30.99	36.17	28.07	44.83	51.16	35.36	50.06	42.53	49.20	27.29	28.79	32.98	30.29	30.86	32.90	31.33	34.95	34.48	32.67	36.14	41.36	36.04	35.00	37.43	35.22	36.33	33.92	45.96	41.83	40.19	49.43
chr11	47565335	47584562	19227	NDUFS3	52.94	25.20	33.01	27.90	35.23	29.11	28.22	52.30	49.62	50.19	41.89	59.20	41.23	43.45	41.42	32.93	33.90	28.91	34.15	33.55	35.13	33.72	45.20	37.02	40.92	39.25	33.21	42.86	52.19	28.82	33.20	35.99	39.06	35.82	37.57	44.63	36.01	34.39	54.89	33.62	43.55	43.35	30.48	32.89	37.59	28.76	42.53	51.61	35.79	47.96	39.95	47.40	29.30	28.89	32.53	30.71	33.49	31.40	32.65	37.60	36.88	36.50	40.29	44.32	41.31	41.76	38.91	36.86	38.36	34.45	46.30	42.13	42.92	47.49
chr11	62689288	62709845	20557	BSCL2	53.39	22.73	33.54	25.79	34.57	29.26	26.09	53.31	50.37	48.66	42.11	56.57	38.09	42.15	39.74	31.66	36.40	29.38	33.73	33.84	34.66	32.41	42.46	36.15	40.27	36.94	34.52	46.07	50.66	26.71	32.73	34.24	41.01	35.41	33.97	42.01	36.71	34.37	54.56	34.59	43.40	43.10	30.58	31.58	37.17	29.18	43.12	50.80	35.31	48.08	39.69	48.69	29.53	28.85	30.58	31.15	32.89	31.81	29.48	36.66	34.12	34.05	37.08	41.89	39.59	39.15	37.21	34.75	37.40	34.61	47.54	42.33	41.93	48.66
chr11	63624086	63671921	47835	ATL3	57.70	24.57	31.33	28.24	36.61	31.06	28.28	52.01	46.69	48.17	46.44	61.67	44.52	42.89	44.65	34.62	36.59	32.13	34.94	34.70	35.89	35.93	49.15	39.13	42.84	40.78	33.88	42.71	56.25	31.03	36.06	37.35	39.63	36.44	37.64	45.37	39.06	36.53	56.57	35.70	45.82	44.54	33.20	36.22	41.45	31.57	46.21	54.01	41.57	45.42	40.41	45.38	31.31	31.47	34.81	33.12	36.49	35.74	35.00	41.10	37.90	39.30	43.81	46.45	44.52	47.03	42.75	41.09	41.99	37.16	49.71	45.34	46.09	46.25
chr11	64746388	64759974	13586	PYGM	54.56	23.84	37.97	27.84	32.85	28.30	30.84	57.57	52.52	50.13	44.81	56.85	36.39	39.23	35.97	33.28	34.44	29.24	33.29	34.91	35.12	32.86	42.86	35.80	41.37	37.08	34.81	44.30	49.17	25.01	32.75	34.99	40.63	37.71	33.18	43.43	37.86	33.25	52.95	34.33	44.28	43.27	27.19	31.00	35.49	26.44	44.86	47.65	33.42	51.51	41.37	49.65	28.91	28.10	31.47	28.74	30.39	31.10	30.67	35.07	33.97	31.96	37.22	40.74	38.73	34.76	34.11	34.59	35.78	33.40	44.72	43.17	39.35	48.63
chr11	65180565	65212006	31441	CAPN1	55.69	24.67	34.55	29.11	34.71	30.19	29.13	53.60	49.42	49.20	45.47	59.94	39.16	40.66	38.37	33.53	34.81	30.52	33.19	34.37	35.44	33.80	46.09	37.70	40.62	39.74	35.75	45.06	52.97	28.22	32.76	36.48	42.85	37.23	37.55	45.51	38.15	34.45	53.61	34.26	44.49	43.18	30.98	32.22	37.86	29.46	43.08	51.96	35.86	49.54	41.08	48.33	30.26	29.73	31.98	32.59	32.48	32.97	30.55	37.24	35.61	35.16	40.92	43.27	40.14	38.43	38.45	36.67	37.54	34.38	46.62	43.56	42.18	50.57
chr11	65525076	65538704	13628	SCYL1	56.12	26.20	39.55	30.44	33.57	30.07	31.47	53.99	51.57	52.09	42.42	62.66	36.37	41.81	38.56	33.73	35.74	28.34	32.94	34.32	36.72	30.57	44.23	37.20	40.44	39.65	36.25	47.07	52.34	28.50	33.99	36.00	43.60	38.48	38.59	47.15	37.56	34.06	55.93	35.49	43.98	44.75	30.64	33.08	36.35	26.93	45.52	50.32	36.09	53.98	43.19	54.44	29.37	28.23	33.37	31.84	30.61	32.73	30.26	37.08	36.61	33.52	37.08	42.83	38.41	37.35	37.71	34.63	34.27	32.82	47.26	45.69	41.84	52.15
chr11	66257293	66267860	10567	KLC2	57.33	25.25	38.17	30.04	34.37	28.30	30.32	54.54	54.92	51.65	46.08	60.28	36.30	42.12	34.75	31.63	35.73	29.72	31.78	33.64	36.31	36.18	43.84	35.25	39.00	38.20	39.48	47.48	47.96	24.49	30.11	36.72	43.59	37.98	37.14	47.09	36.67	33.88	53.42	35.41	39.81	42.11	28.75	31.49	36.23	26.58	44.64	46.35	33.44	54.82	42.89	56.44	28.26	27.81	32.24	32.51	28.57	28.86	28.51	33.32	33.98	30.58	33.89	41.56	38.60	35.61	34.30	31.94	34.47	31.65	43.19	44.02	40.53	54.14
chr11	66345373	66347629	2256	B4GAT1	57.92	25.84	41.53	31.28	29.03	29.77	33.73	49.08	49.58	50.66	45.57	63.20	33.39	40.19	36.78	34.86	35.29	29.99	34.31	32.53	34.52	36.22	42.90	35.40	40.09	38.51	35.94	48.35	46.84	26.69	30.46	34.99	41.75	37.85	41.96	56.35	34.87	29.89	53.01	31.07	44.84	39.26	29.56	33.44	36.79	27.67	38.50	46.44	33.56	58.16	43.61	56.46	33.77	29.52	35.31	31.69	28.94	30.66	30.58	35.34	37.92	26.84	34.85	39.12	39.53	39.26	30.24	33.55	36.07	28.03	47.26	42.17	43.87	54.54
chr11	66563463	66568879	5416	CTSF	57.15	27.76	34.17	31.09	33.30	26.84	30.92	55.57	51.01	53.54	44.26	59.22	33.96	42.21	36.46	31.57	33.30	27.38	34.15	33.04	34.72	32.50	43.74	36.19	38.25	40.02	37.05	46.50	50.10	24.98	30.34	35.41	41.76	40.97	39.83	45.97	39.92	30.72	50.37	35.73	43.74	44.87	29.79	31.91	35.66	26.41	45.41	50.52	33.52	52.88	41.85	52.60	28.94	32.66	33.44	29.38	32.76	31.46	29.70	33.99	33.84	32.00	34.73	43.44	36.60	36.74	34.18	32.21	34.33	30.58	43.84	45.36	41.94	50.17
chr11	66682495	66744670	62175	SPTBN2	55.06	24.84	35.59	29.15	34.39	28.60	29.11	53.08	50.48	49.45	45.37	58.29	39.60	41.07	38.53	33.20	34.87	29.87	34.27	33.78	35.60	33.90	46.34	36.85	41.74	39.69	34.40	44.81	51.19	27.77	32.46	35.82	42.10	37.26	35.96	45.57	36.80	32.99	54.23	34.61	43.08	42.65	29.93	32.77	37.09	27.66	44.48	50.58	37.26	50.58	41.73	49.74	29.88	29.15	32.84	31.43	32.88	32.24	31.41	37.14	36.22	34.40	38.54	42.55	40.02	39.05	37.69	35.71	38.01	34.03	47.49	43.69	42.50	49.61
chr11	67605652	67612554	6902	NDUFV1	54.86	25.57	35.03	27.64	35.24	29.17	28.34	52.46	49.73	51.98	45.30	60.89	36.93	40.63	36.36	33.23	34.08	29.83	30.21	32.88	35.08	31.78	46.28	36.56	41.73	37.14	34.38	46.50	50.95	26.50	29.69	37.59	42.32	38.03	33.72	46.33	35.79	32.85	51.82	33.98	45.69	43.68	29.44	30.90	38.58	28.27	44.60	49.82	34.49	52.22	41.71	53.52	28.23	28.73	33.09	31.05	29.63	29.99	31.42	34.27	36.67	33.95	35.89	42.53	38.35	38.28	34.92	32.91	35.15	34.84	42.58	43.61	41.97	51.53
chr11	68030616	68036644	6028	NDUFS8	58.00	25.07	34.74	27.84	35.63	31.53	29.17	51.90	50.11	48.83	46.55	62.16	33.93	47.56	35.72	34.13	36.23	31.21	33.99	36.22	37.04	36.66	45.70	36.46	42.56	38.29	35.63	46.03	49.77	24.41	33.13	37.66	47.48	37.46	37.00	47.25	37.79	36.37	53.67	37.23	45.34	46.91	30.82	31.36	39.03	28.37	44.28	49.96	35.43	54.86	46.16	57.04	32.17	29.42	32.99	29.50	31.27	33.45	30.72	38.81	37.30	35.61	38.75	40.63	42.52	40.22	35.84	35.93	37.97	36.09	47.12	41.59	43.55	51.89
chr11	68052858	68121444	68586	CHKA	56.68	25.70	33.04	29.10	36.95	30.88	30.33	51.14	48.82	48.47	45.77	61.50	43.60	43.73	43.15	35.99	37.28	32.29	35.07	34.76	36.64	35.23	48.10	38.00	42.74	40.96	34.01	42.53	55.95	31.51	36.15	36.96	40.52	37.66	36.48	45.67	39.31	36.50	57.40	35.79	46.19	45.51	33.08	35.90	41.14	30.99	45.04	55.07	39.92	47.92	40.82	47.50	31.31	31.36	34.01	32.76	36.21	34.94	34.86	39.66	38.72	38.89	44.08	45.96	43.27	44.57	42.74	39.85	40.68	36.03	49.06	45.17	45.91	46.17
chr11	68903862	68940602	36740	IGHMBP2	54.41	23.93	33.92	27.82	35.82	31.37	28.63	53.32	49.44	48.48	45.10	58.89	40.35	43.09	40.30	33.84	35.52	29.81	34.12	34.33	36.87	35.57	46.13	36.87	41.46	40.36	34.86	45.23	53.00	28.64	33.57	36.69	40.68	37.46	36.37	44.98	37.82	34.40	55.42	35.67	45.11	43.91	31.68	33.95	38.24	28.71	43.99	51.95	36.26	49.56	41.76	49.43	29.19	31.00	34.03	31.72	34.14	32.63	34.30	37.82	38.06	36.58	40.82	44.46	40.28	40.24	38.67	36.87	38.93	35.25	46.60	44.71	43.94	48.84
chr11	72239076	72245664	6588	PHOX2A	47.83	23.50	31.19	28.50	32.09	24.70	26.58	52.47	50.56	50.87	41.77	52.94	33.10	38.28	31.95	27.55	33.76	24.99	29.52	31.36	33.80	31.19	44.70	34.11	38.55	36.21	33.75	46.44	48.14	22.99	26.14	30.78	39.91	35.85	35.17	47.10	34.87	28.83	49.81	27.66	39.45	37.62	27.21	27.48	31.45	22.14	43.19	42.80	29.22	49.86	42.54	51.34	25.70	28.01	28.64	27.30	25.49	26.40	26.48	29.77	31.83	28.79	31.33	37.61	35.83	30.91	30.99	28.18	30.74	30.62	40.15	37.85	34.88	51.18
chr11	72576140	72674591	98451	PDE2A	54.92	25.75	35.98	29.55	34.29	28.51	29.88	55.03	52.48	50.39	45.29	58.40	36.13	40.23	36.25	32.18	34.18	28.99	32.13	33.45	35.07	33.14	44.41	35.21	38.97	37.69	35.75	44.66	50.46	26.38	30.75	34.72	40.40	37.51	35.12	45.47	36.21	33.05	53.20	33.75	43.37	42.59	29.72	31.58	35.98	27.06	43.10	49.12	33.80	52.49	41.48	52.18	28.34	28.47	30.60	30.20	30.53	31.05	30.00	35.12	34.21	31.52	37.18	41.42	37.53	36.14	36.04	34.65	35.75	32.71	44.87	42.97	41.57	49.70
chr11	75759511	75801535	42024	DGAT2	54.80	25.03	33.06	29.99	35.39	29.41	29.62	52.19	50.06	51.50	45.42	58.95	38.33	42.75	40.26	33.19	35.83	30.24	32.98	33.51	34.63	33.68	45.68	36.07	40.25	39.65	35.47	44.25	51.48	28.52	33.50	36.22	41.27	35.97	35.36	45.98	36.91	32.68	53.60	35.21	44.36	42.90	30.96	32.57	36.90	28.17	43.46	50.81	35.14	50.06	41.28	47.89	29.43	30.24	32.64	30.17	32.74	32.90	32.47	36.94	35.60	33.90	39.69	42.60	40.49	38.98	37.90	36.90	38.48	34.09	47.40	43.71	43.20	49.76
chr11	85628572	85636539	7967	TMEM126B	65.80	28.44	32.37	32.31	37.89	34.32	33.20	53.32	49.75	49.91	48.97	62.12	48.21	41.94	47.51	37.23	41.87	33.36	34.47	34.61	39.19	39.01	52.89	39.98	48.05	41.09	34.83	43.02	59.68	34.19	38.06	40.67	40.75	38.71	39.35	51.11	41.23	37.40	60.30	35.65	45.32	47.38	37.48	38.49	45.41	34.64	48.11	48.13	46.79	44.81	42.75	45.81	33.91	35.59	37.87	34.43	41.04	37.09	38.22	42.16	43.33	41.45	48.45	50.64	49.15	50.40	46.12	46.12	45.71	39.83	51.63	45.44	48.45	47.94
chr11	85647966	85656547	8581	TMEM126A	62.24	27.98	32.33	32.93	39.18	33.93	32.30	54.97	52.21	52.13	46.56	64.24	46.46	44.24	47.08	37.36	37.58	33.72	37.22	36.05	40.14	36.97	51.08	42.15	45.82	40.48	34.02	43.03	57.54	33.69	39.06	39.50	40.39	37.28	38.59	50.33	41.11	37.45	57.86	34.60	46.54	47.83	35.14	40.41	45.15	32.24	46.07	46.37	45.46	44.32	41.75	43.28	32.46	34.10	36.92	36.90	39.02	39.23	39.15	44.91	43.52	44.86	48.14	51.16	48.88	50.97	46.99	43.99	44.21	37.65	51.22	49.33	45.53	46.89
chr11	86302210	86345943	43733	HIKESHI	60.65	27.12	32.12	30.07	38.38	32.19	32.04	52.16	47.15	50.26	47.76	63.82	47.33	43.87	46.41	36.99	39.65	33.51	35.68	34.98	38.05	37.73	50.64	41.47	45.25	44.33	33.64	42.89	59.69	32.25	37.99	40.35	39.86	39.90	39.61	50.51	40.68	37.54	58.96	36.65	46.20	46.13	34.47	37.00	44.09	33.73	46.59	51.76	43.59	43.68	40.10	43.37	33.72	33.37	37.09	35.59	38.44	37.21	37.50	43.38	41.63	41.97	48.38	50.35	45.93	49.05	46.08	45.10	45.39	37.79	52.76	48.35	47.73	46.63
chr11	94415569	94493885	78316	MRE11	60.80	28.63	33.08	32.12	36.72	32.63	34.64	53.51	49.44	49.97	46.64	64.15	46.94	42.10	46.45	37.87	39.08	32.55	34.20	34.80	38.52	37.41	52.17	39.92	44.74	42.53	33.80	41.73	59.04	32.17	38.74	40.45	41.12	38.06	40.42	50.49	39.27	36.91	57.21	35.87	46.12	45.16	35.80	38.21	44.32	34.92	48.26	40.54	43.28	44.38	41.00	43.53	33.98	33.96	36.43	35.53	38.97	36.67	37.65	44.13	41.01	42.43	47.18	48.11	46.47	48.28	46.37	44.50	45.08	38.37	52.13	47.07	47.62	45.94
chr11	95821765	95925315	103550	MTMR2	61.96	28.81	31.82	32.14	37.81	32.48	33.57	52.92	48.47	50.44	47.69	63.93	48.40	41.70	46.56	37.50	39.25	32.19	34.47	33.74	38.39	37.38	52.65	40.73	44.83	43.38	33.88	43.13	59.92	32.50	38.56	41.03	39.21	38.25	40.36	51.65	39.48	36.86	56.68	34.67	46.16	45.44	35.63	38.22	45.32	34.27	46.45	29.32	44.13	44.11	40.08	43.21	34.39	34.11	37.00	35.91	39.08	36.92	37.58	44.50	41.35	41.83	46.48	49.95	47.22	50.04	47.56	45.73	45.93	38.27	52.13	47.85	48.06	47.45
chr11	102711795	102727050	15255	MMP8	62.31	29.20	33.43	31.17	38.68	31.16	33.35	55.53	47.82	49.68	47.60	64.54	45.79	42.37	45.18	35.44	38.28	33.24	34.31	35.75	38.20	37.63	52.19	40.02	44.50	42.93	33.35	41.98	57.89	33.74	37.70	39.00	39.76	37.64	41.27	51.44	39.80	36.53	59.19	35.83	47.09	44.79	35.44	37.16	42.75	33.94	47.18	29.60	43.63	46.67	38.48	44.31	33.31	32.82	34.45	34.49	39.29	36.30	37.57	43.30	41.98	40.14	45.89	48.93	49.22	48.41	45.32	44.01	43.70	37.10	51.78	47.53	46.24	45.68
chr11	108222803	108369102	146299	ATM	61.24	27.93	31.81	31.28	37.69	32.94	33.37	53.56	48.69	49.89	47.60	64.75	47.96	42.17	46.72	37.23	39.17	33.41	35.27	34.80	38.18	37.70	52.33	41.03	44.60	42.85	33.69	43.04	59.49	32.33	37.96	40.99	41.33	38.63	40.10	50.77	40.06	37.34	58.06	36.11	46.03	45.71	35.97	38.49	44.29	33.67	46.64	45.76	44.44	44.80	41.14	44.09	34.24	33.45	36.44	35.36	39.29	37.51	37.52	44.38	42.30	42.68	47.32	49.68	46.35	49.86	46.71	44.41	45.62	37.64	52.76	48.18	48.31	46.70
chr11	111908563	111923722	15159	CRYAB	56.59	25.88	32.42	28.72	36.20	30.20	30.66	51.37	47.93	47.56	44.40	58.48	42.69	42.25	43.83	35.96	34.30	30.68	33.78	34.62	34.13	36.78	47.18	37.95	41.98	39.49	33.10	42.86	54.80	29.61	35.86	37.45	43.31	36.26	38.82	47.70	36.01	34.35	50.75	33.18	43.17	43.26	31.95	35.36	39.23	29.89	46.03	52.09	38.13	47.56	36.58	44.27	31.32	30.32	33.08	32.30	35.91	34.55	33.31	37.73	38.25	35.68	39.98	44.92	41.74	44.30	40.28	38.05	38.78	33.77	48.35	45.18	43.06	47.42
chr11	113409604	113475691	66087	DRD2	57.06	27.09	34.22	30.72	36.96	30.38	32.00	53.73	50.42	50.40	46.39	61.80	42.12	43.56	41.00	34.13	36.41	32.48	34.66	34.83	35.83	35.51	48.71	37.46	41.68	39.62	35.16	44.86	53.31	29.85	35.69	37.18	41.41	37.75	37.19	48.39	38.30	35.23	55.25	35.28	45.00	45.08	33.21	35.32	38.68	30.02	44.92	52.62	37.61	50.34	41.21	49.95	31.68	32.06	35.27	31.74	34.79	33.99	33.07	39.74	38.03	37.19	41.68	44.83	41.83	41.32	39.84	38.19	41.47	35.24	49.11	45.42	44.77	48.99
chr11	119067817	119081972	14155	VPS11	58.64	25.72	32.35	29.20	36.10	30.87	28.60	52.45	49.70	49.83	46.91	63.56	43.83	46.88	43.15	32.90	37.84	34.67	36.43	37.58	37.32	32.89	46.44	39.15	41.62	41.31	34.63	45.20	53.51	30.26	36.44	37.37	42.58	36.98	35.93	46.57	40.40	34.57	58.92	37.04	46.50	47.75	34.30	36.15	38.71	28.16	44.35	56.43	39.47	50.27	43.34	51.31	31.51	31.98	36.16	33.15	38.03	35.53	33.71	40.43	38.69	38.07	43.19	46.72	42.00	42.12	40.19	39.59	41.23	36.86	49.72	45.33	44.31	48.14
chr11	119096024	119108331	12307	DPAGT1	55.20	25.66	33.90	30.36	34.55	27.69	27.88	52.08	50.51	48.43	44.86	57.22	39.98	40.99	40.02	33.14	35.79	29.56	33.47	33.31	36.26	32.47	45.53	36.37	38.56	39.99	35.00	46.03	52.42	27.36	33.55	35.92	42.76	35.51	36.36	44.98	37.16	33.71	52.80	32.78	43.53	41.83	31.14	33.90	38.44	27.27	43.78	51.70	35.87	49.06	40.57	50.06	30.71	27.71	30.01	29.65	31.26	31.82	32.61	36.25	35.15	35.45	39.03	41.71	38.39	39.03	38.29	35.08	36.56	33.69	44.26	42.97	44.06	49.38
chr11	124919204	124936412	17208	HEPACAM	58.23	27.18	33.03	31.36	36.20	31.20	32.51	53.08	51.56	49.80	46.97	62.25	42.81	42.26	43.45	35.24	37.19	31.86	34.60	34.07	36.38	36.09	49.28	36.78	43.49	42.43	33.63	43.24	55.11	28.14	34.58	36.81	40.66	37.73	38.07	47.38	39.93	34.50	55.52	34.51	46.76	44.65	32.91	35.11	39.18	30.62	46.26	45.17	39.55	46.97	40.02	48.30	31.72	32.74	35.14	31.66	35.90	34.85	33.77	41.37	39.07	36.07	42.05	45.10	40.55	43.03	41.62	37.44	41.54	36.08	51.17	45.67	46.76	48.28
chr11	126269023	126278131	9108	FOXRED1	57.54	23.33	32.49	27.31	34.97	30.69	30.08	53.47	46.27	49.53	48.68	57.79	40.50	44.26	39.24	35.76	35.91	29.89	34.96	34.83	31.93	32.54	45.40	36.23	42.66	41.03	34.80	44.36	52.81	28.97	33.87	36.28	38.98	34.07	35.57	42.21	37.40	34.69	53.89	35.35	44.23	42.26	31.89	33.02	38.09	29.74	44.61	50.01	36.72	49.59	38.25	50.34	30.01	31.37	34.30	32.49	32.84	32.74	32.26	37.35	35.09	36.43	40.89	46.26	41.02	40.23	39.29	38.35	38.35	34.71	46.54	43.53	43.69	47.44
chr11	130448644	130476645	28001	ADAMTS15	55.87	26.03	32.76	28.35	35.10	28.73	30.94	53.34	49.49	48.59	45.29	58.24	40.51	41.92	38.98	33.55	35.38	30.61	34.61	34.71	35.30	34.26	47.56	37.93	41.42	39.76	34.31	44.83	52.82	28.03	33.55	36.38	41.60	37.05	38.88	46.84	39.04	35.22	53.35	34.03	43.88	44.44	30.72	33.27	37.98	27.82	44.83	52.91	36.07	50.75	39.45	49.33	31.26	31.09	34.40	31.49	32.98	33.08	32.65	38.07	36.45	35.66	39.22	42.47	39.68	40.80	38.55	36.25	38.10	34.05	45.78	44.58	43.69	49.75
chr11	134069070	134152001	82931	JAM3	59.35	27.37	32.28	29.96	36.79	31.52	32.16	52.11	49.36	48.95	45.60	62.81	45.21	42.05	43.24	36.49	38.42	31.75	34.45	34.06	36.94	36.43	49.90	39.64	43.30	41.10	33.40	43.05	56.50	31.87	36.87	37.78	39.99	37.13	38.05	49.12	39.51	36.20	56.39	35.28	45.61	44.74	33.89	37.17	41.60	31.98	45.29	45.88	41.57	47.42	39.48	45.67	32.59	33.01	35.32	34.50	37.28	35.95	36.57	42.51	40.42	39.37	44.46	47.46	43.67	46.11	42.87	41.16	42.26	36.68	49.94	46.05	46.04	47.61
chr12	752578	911452	158874	WNK1	60.57	26.24	30.77	29.43	37.23	32.39	30.78	52.36	47.96	48.89	45.04	61.76	46.73	41.56	45.31	35.72	36.69	32.32	34.97	34.15	36.73	36.25	49.40	40.30	43.56	42.68	33.76	42.72	56.53	32.21	37.58	38.80	41.43	37.79	38.78	49.17	39.80	36.67	56.91	34.51	44.11	44.10	35.15	37.85	43.31	33.52	45.59	48.00	42.19	44.86	40.50	42.68	34.11	31.51	35.52	35.04	38.04	35.37	36.57	43.08	40.94	40.70	45.52	49.00	45.56	48.60	43.75	43.74	43.01	37.58	51.56	47.18	47.61	46.12
chr12	4649094	4694317	45223	NDUFA9	61.69	28.09	32.93	31.45	38.50	32.01	34.07	53.26	49.13	51.12	47.22	63.28	48.17	42.57	46.38	37.27	38.03	32.14	35.03	35.33	38.66	36.20	51.27	39.94	45.03	42.80	33.71	43.07	58.96	33.08	37.76	40.60	41.23	38.07	39.71	51.14	40.10	37.56	56.40	35.68	46.20	46.62	35.08	38.20	43.64	33.96	47.26	38.62	42.75	45.68	41.28	44.62	34.65	33.34	36.83	34.72	37.66	36.30	36.98	43.47	42.82	41.37	46.43	50.56	46.22	47.99	45.34	43.68	44.50	36.85	52.50	47.41	48.12	47.63
chr12	4909904	4918256	8352	KCNA1	56.99	25.88	34.10	31.07	34.30	31.36	32.06	51.39	49.61	48.10	43.57	59.50	42.32	42.73	42.37	35.29	36.76	31.11	35.47	32.96	38.37	34.74	50.74	36.33	43.30	39.22	33.98	39.87	50.74	28.64	36.34	35.97	39.46	37.17	37.88	48.47	36.92	32.59	55.09	32.33	43.60	44.69	33.50	33.30	38.00	29.22	44.27	46.03	41.49	48.30	38.07	43.57	30.51	30.63	35.99	33.35	36.78	33.62	32.99	38.03	39.96	36.97	41.24	45.21	42.09	41.61	39.06	39.08	39.59	34.57	46.75	44.50	46.13	45.87
chr12	6462236	6470677	8441	VAMP1	55.10	26.04	35.10	32.85	35.60	30.57	32.50	53.99	51.46	50.86	45.44	65.38	40.23	42.82	39.14	35.09	36.23	31.30	34.85	33.51	37.40	36.41	48.50	36.21	40.09	40.27	32.82	43.77	56.32	28.91	35.40	34.94	43.12	37.38	37.87	47.92	36.46	35.06	56.72	36.31	44.84	42.28	32.76	32.33	40.86	30.60	43.47	52.23	37.11	51.89	40.63	48.90	32.96	28.65	32.89	31.07	34.20	34.47	35.40	38.55	38.92	35.21	38.92	44.75	40.51	45.06	38.78	40.11	38.50	33.61	47.36	44.35	43.72	53.06
